Syllable,Pronunciation,Word,Frequency
A,AH,ASSEMBLAGE,625379
A,AH,ASSEMBLE,2600945
A,AH,ASSEMBLED,5120841
A,AH,ASSEMBLER,1636918
A,AH,ASSEMBLY,33704254
A,AH,ASSEMBLYMAN,415364
A,AH,ASSENT,1123944
A,AH,ASSERT,3288118
A,AH,ASSERTED,2230343
A,AH,ASSERTION,2917932
A,AH,ASSERTIVE,567151
A,AH,ASSERTIVELY,41648
A,AH,ASSERTIVENESS,284944
A,AH,ASSESS,12614289
A,AH,ASSESSMENT,59513100
A,AH,ASSESSOR,1874796
A,AH,ASSIGN,7007787
A,AH,ASSIGNMENT,14722710
A,AH,ASSIMILATE,437479
A,AH,ASSIMILATED,472025
A,AH,ASSIMILATING,139797
A,AH,ASSIMILATION,1145825
A,AH,ASSISI,529132
A,AH,ASSIST,29963782
A,AH,ASSISTANCE,54831021
A,AH,ASSISTANT,34719060
A,AH,ASSOCIATE,32217516
A,AH,ASSOCIATED,65218530
A,AH,ASSOCIATING,554535
A,AH,ASSOCIATION,109416386
A,AH,ASSORT,50353
A,AH,ASSORTED,4912605
A,AH,ASSORTMENT,2863593
A,AH,ASSUAGE,120549
A,AH,ASSUAGED,36379
A,AH,ASSUME,22679395
A,AH,ASSUMED,12113023
A,AH,ASSUMING,8525795
A,AH,ASSUMPTION,8239127
A,AH,ASSURANCE,11928914
A,AH,ASSURE,8118473
A,AH,ASSURED,6038675
A,AH,ASSUREDLY,383525
A,AH,ASSURING,1245395
A,AH,ASSYRIA,464958
A,AH,ASSYRIAN,478056
A,AH,ASTORIA,1622194
A,AH,ASUNDER,221892
A,AH,ASYLUM,5065723
A,AH,ATAXIA,386506
A,AH,ATHALIA,16277
A,AH,ATHEISM,1022796
A,AH,ATHWART,37177
A,AH,ATLANTIC,23920018
A,AH,ATOMIC,9957374
A,AH,ATON,70456
A,AH,ATONE,152901
A,AH,ATONEMENT,659226
A,AH,ATOP,1556394
A,AH,ATRIA,279451
A,AH,ATROCIOUS,330010
A,AH,ATROCITY,345199
A,AH,ATTACHED,23079894
A,AH,ATTACHMENT,16827338
A,AH,ATTACK,35599513
A,AH,ATTACKER,1877889
A,AH,ATTAIN,2668275
A,AH,ATTAINABLE,574420
A,AH,ATTAINDER,46881
A,AH,ATTAINMENT,3138108
A,AH,ATTALLA,47313
A,AH,ATTEMPT,25251906
A,AH,ATTEND,20639654
A,AH,ATTENDANCE,14022851
A,AH,ATTENDANT,2301496
A,AH,ATTENDING,9672057
A,AH,ATTENTION,44752502
A,AH,ATTENTIVE,1146029
A,AH,ATTENTIVELY,235264
A,AH,ATTENTIVENESS,119403
A,AH,ATTENUATE,163787
A,AH,ATTENUATED,524381
A,AH,ATTENUATION,1297336
A,AH,ATTEST,997406
A,AH,ATTESTED,428851
A,AH,ATTILA,508339
A,AH,ATTIRED,121269
A,AH,ATTORNEY,38778191
A,AH,ATTRACT,7608984
A,AH,ATTRACTION,11998068
A,AH,ATTRACTIVE,11857523
A,AH,ATTRACTIVELY,302503
A,AH,ATTRACTIVENESS,644031
A,AH,ATTRIBUTABLE,2671225
A,AH,ATTRIBUTE,15839012
A,AH,ATTRIBUTED,5013200
A,AH,ATTRIBUTING,281451
A,AH,ATTRITION,758511
A,AH,ATTUNE,54703
A,AH,ATTUNED,299850
A,AH,AURA,2263012
A,AH,AURORA,7000546
A,AH,AUSTRIA,28377245
A,AH,AVAIL,3902711
A,AH,AVAILABILITY,80583907
A,AH,AVAILABLE,379644437
A,AH,AVENGE,362682
A,AH,AVENGED,1168291
A,AH,AVENGER,892897
A,AH,AVENGING,170859
A,AH,AVERSE,426255
A,AH,AVERSION,822368
A,AH,AVERSIVE,96193
A,AH,AVERT,767435
A,AH,AVILA,690244
A,AH,AVOID,36508203
A,AH,AVOIDABLE,339865
A,AH,AVOIDANCE,2280365
A,AH,AVOW,39955
A,AH,AVOWED,202530
A,AH,AVOWEDLY,41361
A,AH,AVUNCULAR,26078
A,AH,AWAIT,1745587
A,AH,AWAKE,3230337
A,AH,AWAKEN,837473
A,AH,AWAKENING,1999637
A,AH,AWARD,59652161
A,AH,AWARE,25700328
A,AH,AWARENESS,20531095
A,AH,AWASH,274221
A,AH,AWAY,112837472
A,AH,AWHILE,2787111
A,AH,AWOKE,688520
A,AH,AZALEA,512162
A,AH,AZORES,797934
A,AH,BACTERIA,7530969
A,AH,BAHIA,1001749
A,AH,BALBOA,987133
A,AH,BARA,338116
A,AH,BARBARA,19188215
A,AH,BARBERA,468329
A,AH,BARRACUDA,1045994
A,AH,BATAVIA,804448
A,AH,BATTICALOA,92012
A,AH,BAVARIA,1163680
A,AH,BEARABLE,208795
A,AH,BEATRICE,1325653
A,AH,BEHAVIORALLY,94251
A,AH,BEIRA,81159
A,AH,BEREA,487626
A,AH,BERIA,30254
A,AH,BILATERALLY,171748
A,AH,BOA,1692885
A,AH,BOHEMIA,833864
A,AH,BOLIVIA,8506635
A,AH,BONAVENTURA,42443
A,AH,BORA,1194117
A,AH,BOSNIA,7630931
A,AH,BOUGAINVILLEA,144806
A,AH,BRADYCARDIA,153078
A,AH,BRAVURA,93984
A,AH,BRITANNIA,1415005
A,AH,BUJUMBURA,89650
A,AH,BULGARIA,13868346
A,AH,BULIMIA,617339
A,AH,CABRERA,817298
A,AH,CAESAREA,132182
A,AH,CAFETERIA,1927924
A,AH,CALABRIA,534673
A,AH,CALDERA,718968
A,AH,CALEDONIA,4490134
A,AH,CAMBODIA,8694511
A,AH,CAMBRIA,1521463
A,AH,CAMERA,89324930
A,AH,CAMERAMAN,531013
A,AH,CANBERRA,5167228
A,AH,CANDIA,199434
A,AH,CAPUA,48341
A,AH,CARA,1353082
A,AH,CARACARA,68392
A,AH,CARAMEL,1339028
A,AH,CARAMELIZE,14116
A,AH,CARAMELIZED,165602
A,AH,CARAVAN,4746134
A,AH,CARAVEL,80636
A,AH,CARAWAY,216706
A,AH,CARRARA,360255
A,AH,CASSIA,289291
A,AH,CENTRALIA,490989
A,AH,CERA,182543
A,AH,CHARA,159940
A,AH,CHEMOTHERAPY,3601490
A,AH,CHIMERA,534360
A,AH,CHOLERA,794749
A,AH,CLARA,5633877
A,AH,CLASSIFIABLE,299358
A,AH,CLAUDIA,2677904
A,AH,CLAUSTROPHOBIA,90989
A,AH,COALESCE,226192
A,AH,COALESCED,98815
A,AH,COALESCENCE,136743
A,AH,COALESCING,120709
A,AH,COALITION,12274377
A,AH,COBIA,73031
A,AH,COCHLEA,142624
A,AH,COLOMBIA,11011374
A,AH,COLONIALIST,68180
A,AH,COLORATURA,71606
A,AH,COLUMBIA,46367780
A,AH,COMPARABILITY,573133
A,AH,COMPARATIVE,10177483
A,AH,COMPARATIVELY,1205974
A,AH,COMPARATOR,673185
A,AH,CONCEPTUALLY,609952
A,AH,CONCILIATORY,150100
A,AH,CONFEDERACY,553823
A,AH,CONSIDERABLE,10518680
A,AH,CONSIDERABLY,4887058
A,AH,CONSPIRACY,6464990
A,AH,CONSPIRATOR,203178
A,AH,CONSPIRATORIAL,90317
A,AH,CONSPIRATORIALLY,31018
A,AH,CONTINUALLY,5278721
A,AH,CONTRACTUALLY,335154
A,AH,CORA,931033
A,AH,CORACLE,23659
A,AH,CORIA,85418
A,AH,CORNEA,614968
A,AH,CORNUCOPIA,383925
A,AH,CORPORA,794823
A,AH,CORPORATIST,68771
A,AH,CORROBORATIVE,47528
A,AH,COUNTERATTACK,187976
A,AH,CREMATORIA,74936
A,AH,CRIMEA,430659
A,AH,CRITERIA,32302695
A,AH,CULTURALLY,2059882
A,AH,CURABLE,237322
A,AH,CURACAO,962320
A,AH,CURATIVE,410566
A,AH,CURATORIAL,216673
A,AH,CYANIDE,803269
A,AH,CYNARA,47987
A,AH,CYNTHIA,4370055
A,AH,CYTHEREA,228098
A,AH,CZECHOSLOVAKIA,1117405
A,AH,DACIA,379453
A,AH,DARA,461037
A,AH,DARIA,433181
A,AH,DATURA,191228
A,AH,DECLARATORY,461662
A,AH,DEGENERACY,205361
A,AH,DEGENERATIVE,640910
A,AH,DELIVERABLE,875589
A,AH,DEMETRIA,30164
A,AH,DEMORALIZATION,47932
A,AH,DEMORALIZE,43021
A,AH,DEMORALIZED,125968
A,AH,DEMORALIZING,84460
A,AH,DEPLORABLE,282852
A,AH,DESIRABILITY,515437
A,AH,DESIRABLE,5898611
A,AH,DIA,4591255
A,AH,DIABASE,31971
A,AH,DIABETES,19825438
A,AH,DIABETIC,4423828
A,AH,DIABOLICAL,300667
A,AH,DIACRITIC,35720
A,AH,DIACRITICAL,99635
A,AH,DIADEM,140642
A,AH,DIAGNOSE,2771883
A,AH,DIAGNOSED,4692575
A,AH,DIAGNOSING,1185641
A,AH,DIAGNOSIS,16638749
A,AH,DIAGNOSTIC,10955841
A,AH,DIAGNOSTICS,3976650
A,AH,DIAGRAM,9460260
A,AH,DIAGRAMMATIC,138544
A,AH,DIAGRAMMED,38003
A,AH,DIALECT,1248837
A,AH,DIALECTIC,351406
A,AH,DIALECTICAL,262341
A,AH,DIALING,2029895
A,AH,DIALOG,9396449
A,AH,DIALOGUE,11720390
A,AH,DIAMAGNETIC,45355
A,AH,DIAMETRICALLY,156962
A,AH,DIANETICS,175289
A,AH,DIAPHRAGM,1212110
A,AH,DIASPORA,1079282
A,AH,DIATHERMY,44472
A,AH,DIATOMIC,74735
A,AH,DIATONIC,137817
A,AH,DIATRIBE,242586
A,AH,DISAGREEABLE,275894
A,AH,DISCOVERABLE,100145
A,AH,DISHONORABLE,134921
A,AH,DOABLE,299775
A,AH,DORA,2668011
A,AH,DORAVILLE,90339
A,AH,DOROTHEA,406186
A,AH,DOWAGER,101298
A,AH,DUALIST,48283
A,AH,DUALISTIC,105113
A,AH,DULCINEA,52801
A,AH,DURA,785069
A,AH,DURABILITY,4090496
A,AH,DURABLE,7510780
A,AH,DYSLEXIA,1343235
A,AH,DYSPNEA,210184
A,AH,EDITORIALIST,17529
A,AH,EDITORIALIZE,16092
A,AH,EDITORIALIZED,32851
A,AH,EDITORIALIZING,34408
A,AH,EDITORIALLY,72709
A,AH,ELDORA,107184
A,AH,ELEPHANTIASIS,29074
A,AH,ELEUTHERA,117161
A,AH,ELIA,359408
A,AH,ELMIRA,996036
A,AH,ELVIRA,542816
A,AH,ELYRIA,304287
A,AH,EMBARRASSINGLY,129557
A,AH,EMBARRASSMENT,1242414
A,AH,EMPLOYABLE,145414
A,AH,EMPORIA,592166
A,AH,ENCYCLOPAEDIA,1048143
A,AH,ENCYCLOPEDIA,25451297
A,AH,ENJOYABLE,4859999
A,AH,ENJOYABLY,44134
A,AH,ENVIABLE,385556
A,AH,EQUILIBRIA,728991
A,AH,ERA,16930615
A,AH,ERITREA,4636273
A,AH,ESTONIA,8886653
A,AH,ETCETERA,522071
A,AH,ETHIOPIA,7273849
A,AH,EUDORA,1269763
A,AH,EUGENIA,408321
A,AH,EUPHEMIA,52026
A,AH,EUPHORIA,729486
A,AH,EXPIRATORY,176638
A,AH,EXPLORATORY,1163652
A,AH,FACTUALLY,279414
A,AH,FARADAY,574988
A,AH,FARAWAY,345040
A,AH,FARRAGUT,193500
A,AH,FAVORABLE,4033607
A,AH,FAVORABLY,935793
A,AH,FEDERALIST,745665
A,AH,FEDERALIZE,13467
A,AH,FEDERALIZED,18651
A,AH,FEDERALLY,2305397
A,AH,FEDERATIVE,42317
A,AH,FEDORA,4493785
A,AH,FERIA,214175
A,AH,FERRARA,713533
A,AH,FIGURATIVE,822947
A,AH,FIGURATIVELY,272298
A,AH,FLAVIA,193650
A,AH,FLORA,4756211
A,AH,FLORIA,42038
A,AH,FORA,762888
A,AH,FORAKER,39900
A,AH,FORESEEABLE,1095016
A,AH,FORSYTHIA,79029
A,AH,FREYA,382676
A,AH,FUJIWARA,222032
A,AH,FULVIA,43584
A,AH,GAEA,77005
A,AH,GAIA,1141431
A,AH,GALATEA,94903
A,AH,GALEA,84109
A,AH,GALICIA,555020
A,AH,GAMBIA,4626541
A,AH,GARA,146241
A,AH,GASTONIA,466927
A,AH,GENERA,1115824
A,AH,GENERALISSIMO,27076
A,AH,GENERALIST,512816
A,AH,GENERALIZATION,1200162
A,AH,GENERALIZE,561707
A,AH,GENERALIZED,3231029
A,AH,GENERALIZING,217661
A,AH,GENERALLY,40435813
A,AH,GENERATIVE,478086
A,AH,GENOA,1548016
A,AH,GERA,160845
A,AH,GERIATRICIAN,23437
A,AH,GLORIA,4167872
A,AH,GOA,3555223
A,AH,GRADUALLY,5900673
A,AH,GUADALAJARA,986559
A,AH,GUARANI,436396
A,AH,GUAYABERA,24200
A,AH,GUEVARA,498466
A,AH,GYMNASIA,15139
A,AH,HABITUALLY,301570
A,AH,HARAHAN,80129
A,AH,HARMONIA,254500
A,AH,HEMIPLEGIA,71962
A,AH,HEMOCYANIN,33277
A,AH,HEMOPHILIA,365887
A,AH,HERA,555100
A,AH,HEREABOUTS,43425
A,AH,HERMIA,46007
A,AH,HERNIA,813497
A,AH,HERRERA,1169586
A,AH,HESTIA,53563
A,AH,HIALEAH,606398
A,AH,HIAWATHA,378320
A,AH,HIBERNIA,341843
A,AH,HONORA,66238
A,AH,HONORABLE,3346100
A,AH,HONORABLY,205588
A,AH,HONORARIA,102644
A,AH,HONORIA,24231
A,AH,HORA,770107
A,AH,HOSEA,1060033
A,AH,HYACINTH,407411
A,AH,HYADES,70948
A,AH,HYDERABAD,2160319
A,AH,HYDROTHERAPY,349854
A,AH,HYPOCHONDRIA,51719
A,AH,HYPOGLYCEMIA,555733
A,AH,HYPOTHERMIA,400595
A,AH,HYPOXIA,584378
A,AH,HYSTERIA,752923
A,AH,IA,21735285
A,AH,IBERIA,828865
A,AH,IDEA,65459222
A,AH,IDEALISTIC,513900
A,AH,IDEALIZE,32840
A,AH,IDEALIZED,358433
A,AH,IDEALIZING,18857
A,AH,IDENTIFIABLE,2957577
A,AH,ILLITERACY,513610
A,AH,IMMEDIACY,371899
A,AH,IMMUNOTHERAPY,385747
A,AH,IMPERATIVE,2618155
A,AH,IMPERIA,154051
A,AH,IMPERIALIST,620927
A,AH,IMPERIALISTIC,85594
A,AH,IMPONDERABLE,17849
A,AH,INACCURACY,437495
A,AH,INCOMPARABLE,505857
A,AH,INCOMPARABLY,64979
A,AH,INCURABLE,322902
A,AH,INDIA,87391857
A,AH,INDIANAPOLIS,10951797
A,AH,INDIANOLA,339593
A,AH,INDIRA,350271
A,AH,INDIVIDUALIST,154588
A,AH,INDIVIDUALISTIC,265465
A,AH,INDIVIDUALIZE,62262
A,AH,INDIVIDUALIZED,1542512
A,AH,INDIVIDUALLY,7129413
A,AH,INDUSTRIALIST,174053
A,AH,INDUSTRIALIZATION,573050
A,AH,INDUSTRIALIZE,23405
A,AH,INDUSTRIALIZED,999879
A,AH,INDUSTRIALIZING,56824
A,AH,INDUSTRIALLY,136088
A,AH,INEXORABLE,169017
A,AH,INEXORABLY,195183
A,AH,INNUMERABLE,659786
A,AH,INOPERABLE,327514
A,AH,INOPERATIVE,265732
A,AH,INSEPARABLE,471341
A,AH,INSEPARABLY,95317
A,AH,INSIGNIA,1310533
A,AH,INSOMNIA,2263184
A,AH,INSUFFERABLE,108591
A,AH,INTELLECTUALLY,899290
A,AH,INTELLIGENTSIA,188903
A,AH,INTOLERABLE,602372
A,AH,INTOLERABLY,36885
A,AH,INVARIABLE,106028
A,AH,INVARIABLY,1376202
A,AH,INVULNERABILITY,71154
A,AH,INVULNERABLE,119757
A,AH,IRA,5230695
A,AH,IRRAWADDY,52109
A,AH,IRREMEDIABLE,24664
A,AH,IRREPARABLE,333740
A,AH,IRREPARABLY,74804
A,AH,ISCHEMIA,862690
A,AH,ISOCYANATE,93274
A,AH,ISSUABLE,99190
A,AH,IZVESTIA,40777
A,AH,JOSHUA,7018211
A,AH,JUDEA,364768
A,AH,JURA,511523
A,AH,JUSTIFIABLE,579334
A,AH,JUSTIFIABLY,248885
A,AH,KAILUA,749461
A,AH,KARAJAN,179132
A,AH,KERATIN,244622
A,AH,KERATOCONUS,58057
A,AH,KERATOTOMY,35307
A,AH,KOMURA,15165
A,AH,KOREA,30582894
A,AH,KYRA,300310
A,AH,LAMIA,80971
A,AH,LARAMIE,920974
A,AH,LATERALLY,382436
A,AH,LATVIA,8364713
A,AH,LAURA,13801282
A,AH,LENORA,164141
A,AH,LEONORA,243712
A,AH,LESBIANISM,571514
A,AH,LEUKEMIA,3506364
A,AH,LEVIATHAN,449307
A,AH,LIA,774348
A,AH,LIABILITIES,7633976
A,AH,LIABILITY,26837967
A,AH,LIABLE,12126852
A,AH,LIBERALIZATION,1274688
A,AH,LIBERALIZE,113442
A,AH,LIBERALIZED,169696
A,AH,LIBERALIZING,94249
A,AH,LIBERALLY,542405
A,AH,LIBERIA,5507258
A,AH,LIBYA,4775799
A,AH,LIRA,1662242
A,AH,LISTERIA,401440
A,AH,LITERACY,12016141
A,AH,LITERALLY,7123178
A,AH,LITERATURE,46607011
A,AH,LITHUANIA,8688361
A,AH,LIVIA,249801
A,AH,LORA,473382
A,AH,LOYALIST,390983
A,AH,LOYALLY,67546
A,AH,LURA,88020
A,AH,LUSITANIA,76560
A,AH,LYDIA,2055299
A,AH,LYRA,488780
A,AH,MACADAMIA,377744
A,AH,MACEDONIA,6727127
A,AH,MACHIAVELLI,380519
A,AH,MACHIAVELLIAN,105587
A,AH,MADEIRA,1584124
A,AH,MAFFIA,45776
A,AH,MAFIA,2666020
A,AH,MALARIA,4498988
A,AH,MALLEABILITY,52409
A,AH,MALLEABLE,262011
A,AH,MANCHURIA,237651
A,AH,MANEUVERABILITY,191205
A,AH,MANEUVERABLE,83729
A,AH,MANIA,3688699
A,AH,MANIACAL,155962
A,AH,MANTUA,258917
A,AH,MANUALLY,5828485
A,AH,MARA,1674798
A,AH,MARABOU,142317
A,AH,MARATHON,6184918
A,AH,MARIA,14347893
A,AH,MARMARA,149699
A,AH,MARRAKECH,587057
A,AH,MASCARA,842185
A,AH,MATERIALIST,201349
A,AH,MATERIALIZE,356093
A,AH,MATERIALIZED,361682
A,AH,MATERIALIZING,40834
A,AH,MATERIALLY,2000903
A,AH,MAURA,444857
A,AH,MAURITANIA,4375366
A,AH,MCNAMARA,1105065
A,AH,MEASURABLE,2202880
A,AH,MEASURABLY,104399
A,AH,MEDEA,437434
A,AH,MEDIA,216432510
A,AH,MEGALOMANIA,58017
A,AH,MEMORABLE,4538880
A,AH,MEMORABLY,86168
A,AH,MEMORIALIZE,92437
A,AH,MESOPOTAMIA,670812
A,AH,MIA,5291817
A,AH,MILLENNIA,584676
A,AH,MINIATURE,6534321
A,AH,MINIATURIZATION,143394
A,AH,MINUTIA,66352
A,AH,MIRA,1773387
A,AH,MIRABELLE,48859
A,AH,MIRACLE,5829725
A,AH,MIRAMAR,795569
A,AH,MISCHARACTERIZE,13140
A,AH,MISCHARACTERIZED,26373
A,AH,MISERABLE,2087452
A,AH,MISERABLY,438203
A,AH,MOIRA,555353
A,AH,MOLDAVIA,308763
A,AH,MONGOLIA,5835847
A,AH,MONROVIA,587146
A,AH,MORA,827473
A,AH,MORALIST,64454
A,AH,MORALISTIC,92293
A,AH,MORALIZE,15914
A,AH,MORALIZING,58953
A,AH,MORATORIA,64710
A,AH,MORATORIUM,1079029
A,AH,MOREA,61268
A,AH,MORIA,171320
A,AH,MULTILATERALLY,32349
A,AH,MULTIMEDIA,36522534
A,AH,MURA,232168
A,AH,MUTUALLY,3259036
A,AH,MYOPIA,309370
A,AH,NAMIBIA,8853770
A,AH,NARA,871827
A,AH,NARRAGANSETT,365674
A,AH,NARRATIVE,6865202
A,AH,NASHUA,1271630
A,AH,NATURALIST,1327928
A,AH,NATURALISTIC,372375
A,AH,NATURALIZATION,1023665
A,AH,NATURALIZE,41798
A,AH,NATURALIZED,448137
A,AH,NATURALIZING,38918
A,AH,NATURALLY,10578629
A,AH,NAUSEA,2311479
A,AH,NAVARRA,302909
A,AH,NEAPOLITAN,248403
A,AH,NEURASTHENIA,23747
A,AH,NIACIN,632524
A,AH,NICOSIA,480310
A,AH,NIGERIA,10392451
A,AH,NOMURA,307414
A,AH,NONDURABLE,291028
A,AH,NONRENEWABLE,68157
A,AH,NONTRANSFERABLE,55446
A,AH,NORA,2144854
A,AH,NOWADAYS,2547379
A,AH,NUMIDIA,28948
A,AH,NUTRIA,61205
A,AH,NYDIA,47044
A,AH,OCHOA,271744
A,AH,OCTAVIA,382912
A,AH,OLEA,86208
A,AH,OLIVIA,4223761
A,AH,OLYMPIA,3351381
A,AH,OPERABLE,529630
A,AH,OPERATIVE,4823410
A,AH,ORA,2111128
A,AH,ORACLE,17214156
A,AH,ORACLES,272602
A,AH,ORALLY,1408223
A,AH,ORATOR,286521
A,AH,ORATORICAL,54856
A,AH,ORATORIO,197424
A,AH,ORATORY,288206
A,AH,ORTHODONTIA,58263
A,AH,OSTIA,122493
A,AH,OVERABUNDANCE,70735
A,AH,PADUA,375668
A,AH,PALLIATIVE,1398546
A,AH,PALMIRA,51335
A,AH,PANACEA,402851
A,AH,PANDORA,1598918
A,AH,PAPUA,6002552
A,AH,PARA,17864371
A,AH,PARABLE,854274
A,AH,PARABOLIC,663833
A,AH,PARACHUTE,1311422
A,AH,PARACHUTED,41426
A,AH,PARACHUTING,203448
A,AH,PARADIGM,4079943
A,AH,PARADISE,13186910
A,AH,PARADISO,455497
A,AH,PARADOX,2534135
A,AH,PARADOXICAL,429715
A,AH,PARAFFIN,701612
A,AH,PARAGON,1822146
A,AH,PARAGRAPH,24855495
A,AH,PARAGUAY,6257916
A,AH,PARAGUAYAN,118479
A,AH,PARAKEET,238457
A,AH,PARALLAX,440518
A,AH,PARALLEL,18272352
A,AH,PARALLELED,228418
A,AH,PARALLELING,127664
A,AH,PARALYTIC,130651
A,AH,PARALYZE,131393
A,AH,PARAMAGNETIC,166525
A,AH,PARAMECIUM,67827
A,AH,PARAMEDIC,842997
A,AH,PARAMETRIC,1599852
A,AH,PARAMILITARY,564112
A,AH,PARAMOUNT,3954831
A,AH,PARANOIA,2461208
A,AH,PARANOIAC,29043
A,AH,PARANOID,1642722
A,AH,PARANORMAL,1713648
A,AH,PARAPET,171598
A,AH,PARAPHRASE,588920
A,AH,PARAPLEGIA,289600
A,AH,PARAPLEGIC,117141
A,AH,PARASITE,1489862
A,AH,PARASITIC,1007800
A,AH,PARASYMPATHETIC,112437
A,AH,PARATROOP,13145
A,AH,PARATROOPER,193422
A,AH,PARATROOPS,16111
A,AH,PARTHENIA,21550
A,AH,PATAGONIA,1883102
A,AH,PAVIA,286964
A,AH,PAYABLE,10948988
A,AH,PECHORA,20653
A,AH,PEDIATRICIAN,611570
A,AH,PEJORATIVE,141568
A,AH,PEORIA,2540360
A,AH,PERA,299211
A,AH,PEREA,61810
A,AH,PEREIRA,709810
A,AH,PERENNIALLY,87104
A,AH,PERIPHERALLY,77909
A,AH,PERMEABILITY,1214520
A,AH,PERMEABLE,541165
A,AH,PERPETUA,81058
A,AH,PERPETUALLY,420675
A,AH,PETUNIA,297354
A,AH,PHANTASMAGORIA,58933
A,AH,PHARAONIC,71788
A,AH,PHILISTIA,13781
A,AH,PHOBIA,865143
A,AH,PIA,978459
A,AH,PIRACY,2490728
A,AH,PITIABLE,72271
A,AH,PIZZERIA,923597
A,AH,PLEASURABLE,749068
A,AH,PLETHORA,860134
A,AH,PLIABLE,258993
A,AH,PODIATRIST,210894
A,AH,POINSETTIA,259235
A,AH,POMERANIA,105365
A,AH,POSTOPERATIVE,1306536
A,AH,PREFERABLE,1710276
A,AH,PREFERABLY,3906858
A,AH,PREPARATORY,1927941
A,AH,PRETORIA,1822838
A,AH,PRIMAVERA,542302
A,AH,PRINCIPIA,239732
A,AH,PROTOZOA,248413
A,AH,PSORIASIS,1319757
A,AH,PSYCHIATRIST,1419189
A,AH,PSYCHIATRY,5333073
A,AH,PSYCHOANALYSIS,706684
A,AH,PSYCHOTHERAPIST,311858
A,AH,PSYCHOTHERAPY,2131314
A,AH,PYRAMID,4016467
A,AH,PYTHIA,125742
A,AH,QUANTIFIABLE,405399
A,AH,QUINOA,134982
A,AH,REABSORB,13247
A,AH,REACQUIRE,26421
A,AH,REACQUIRED,31677
A,AH,READJUST,117369
A,AH,READJUSTMENT,183740
A,AH,READMIT,16906
A,AH,READMITTED,107865
A,AH,REAFFIRM,414370
A,AH,REALIGN,179060
A,AH,REALIGNMENT,596434
A,AH,REALISE,3432591
A,AH,REALISED,3094838
A,AH,REALISM,2410398
A,AH,REALIST,623441
A,AH,REALISTIC,8874648
A,AH,REALIZABLE,141917
A,AH,REALIZE,14098493
A,AH,REALIZED,11186108
A,AH,REALIZING,2390433
A,AH,REAPPEAR,298918
A,AH,REAPPEARANCE,121118
A,AH,REAPPLY,317394
A,AH,REAPPOINT,45237
A,AH,REAPPOINTMENT,302515
A,AH,REAPPORTIONMENT,87177
A,AH,REAPPRAISAL,161163
A,AH,REAPPRAISE,17278
A,AH,REAPPRAISED,14159
A,AH,REASSEMBLE,167803
A,AH,REASSEMBLY,216256
A,AH,REASSERT,102154
A,AH,REASSERTION,20882
A,AH,REASSESS,294075
A,AH,REASSESSMENT,479566
A,AH,REASSIGN,236419
A,AH,REASSIGNMENT,420771
A,AH,REASSURANCE,585108
A,AH,REASSURE,612572
A,AH,REASSURINGLY,77677
A,AH,REATTACH,79113
A,AH,REAWAKEN,34822
A,AH,REAWAKENING,60574
A,AH,RECOVERABLE,899487
A,AH,RECUPERATIVE,31108
A,AH,RELIABLE,20351804
A,AH,REMUNERATIVE,73378
A,AH,REPAIRABLE,206226
A,AH,REPAYABLE,227899
A,AH,RESPIRATORY,7712801
A,AH,RESTAURATEUR,121465
A,AH,RESTORATIVE,996537
A,AH,RHEA,563563
A,AH,RIA,1299359
A,AH,RIBERA,152768
A,AH,RITUALISTIC,153283
A,AH,RITUALISTICALLY,13643
A,AH,RIVERA,2216114
A,AH,RIVIERA,3178598
A,AH,ROANOKE,2476369
A,AH,ROBINIA,32880
A,AH,ROMANIA,11672746
A,AH,ROSARIA,23349
A,AH,ROYALIST,116284
A,AH,ROYALLY,135105
A,AH,RUMANIA,202929
A,AH,SAHARA,4570769
A,AH,SALVIA,619227
A,AH,SAMARA,402594
A,AH,SAMARIA,336091
A,AH,SAMOA,8775146
A,AH,SAMSARA,242202
A,AH,SANKARA,70995
A,AH,SARA,8314336
A,AH,SARAJEVO,741187
A,AH,SARASOTA,3318985
A,AH,SARATOV,171044
A,AH,SARAWAK,526790
A,AH,SARDINIA,893307
A,AH,SARRAZIN,40180
A,AH,SCANDIA,112232
A,AH,SCANDINAVIA,1628695
A,AH,SCHIZOPHRENIA,2383269
A,AH,SEGOVIA,303472
A,AH,SEGURA,209446
A,AH,SEMIANNUALLY,81747
A,AH,SENEGAMBIA,13311
A,AH,SEPARATIST,446141
A,AH,SEPIA,741438
A,AH,SEPTUAGENARIAN,19431
A,AH,SEQUOIA,1137652
A,AH,SERA,1496043
A,AH,SERAFIN,75341
A,AH,SERBIA,5759300
A,AH,SERIALIZE,303385
A,AH,SERIALIZED,728699
A,AH,SHARA,100147
A,AH,SHARIA,350779
A,AH,SHERATON,4509425
A,AH,SIAMESE,596411
A,AH,SIBERIA,1016051
A,AH,SIERRA,15742544
A,AH,SILVIA,1230323
A,AH,SINFONIA,252423
A,AH,SLAVONIA,45349
A,AH,SLOVAKIA,7924180
A,AH,SLOVENIA,8617537
A,AH,SOFIA,2954155
A,AH,SOMALIA,5261978
A,AH,SONORA,983287
A,AH,SOPHIA,2205688
A,AH,SOYA,528530
A,AH,SPIRA,100468
A,AH,SPIRALING,268569
A,AH,SPIRALLING,141997
A,AH,SPIRITUALISM,257576
A,AH,SPIRITUALIST,109698
A,AH,STEPHANIA,16927
